/Graph
Time (s),Data (Meters),Data0 (Meters),Data1 (Meters)
1.580,+4.328e-01,+1.000e+00,-2.239e+00
1.590,+4.251e-01,+1.000e+00,-2.252e+00
1.600,+4.251e-01,+1.000e+00,-2.252e+00
1.610,+4.170e-01,+1.000e+00,-2.265e+00
1.620,+4.170e-01,+1.000e+00,-2.265e+00
1.630,+4.084e-01,+1.000e+00,-2.278e+00
1.640,+4.084e-01,+1.000e+00,-2.278e+00
1.650,+3.995e-01,+1.000e+00,-2.291e+00
1.660,+3.995e-01,+1.000e+00,-2.291e+00
1.670,+3.902e-01,+1.000e+00,-2.303e+00
1.680,+3.853e-01,+1.000e+00,-2.310e+00
1.690,+3.804e-01,+1.000e+00,-2.316e+00
1.700,+3.754e-01,+1.000e+00,-2.321e+00
1.710,+3.754e-01,+1.000e+00,-2.321e+00
1.720,+3.651e-01,+1.000e+00,-2.333e+00
1.730,+3.651e-01,+1.000e+00,-2.333e+00
1.740,+3.545e-01,+1.000e+00,-2.344e+00
1.750,+3.545e-01,+1.000e+00,-2.344e+00
1.760,+3.435e-01,+1.000e+00,-2.355e+00
1.770,+3.379e-01,+1.000e+00,-2.361e+00
1.780,+3.379e-01,+1.000e+00,-2.361e+00
1.790,+3.264e-01,+1.000e+00,-2.371e+00
1.800,+3.264e-01,+1.000e+00,-2.371e+00
1.810,+3.146e-01,+1.000e+00,-2.381e+00
1.820,+3.146e-01,+1.000e+00,-2.381e+00
1.830,+3.024e-01,+1.000e+00,-2.391e+00
1.840,+2.963e-01,+1.000e+00,-2.396e+00
1.850,+2.963e-01,+1.000e+00,-2.396e+00
1.860,+2.837e-01,+1.000e+00,-2.405e+00
1.870,+2.837e-01,+1.000e+00,-2.405e+00
1.880,+2.708e-01,+1.000e+00,-2.413e+00
1.890,+2.643e-01,+1.000e+00,-2.418e+00
1.900,+2.643e-01,+1.000e+00,-2.418e+00
1.910,+2.511e-01,+1.000e+00,-2.426e+00
1.920,+2.511e-01,+1.000e+00,-2.426e+00
1.930,+2.376e-01,+1.000e+00,-2.433e+00
1.940,+2.307e-01,+1.000e+00,-2.437e+00
1.950,+2.238e-01,+1.000e+00,-2.441e+00
1.960,+2.169e-01,+1.000e+00,-2.444e+00
1.970,+2.169e-01,+1.000e+00,-2.444e+00
1.980,+2.028e-01,+1.000e+00,-2.451e+00
1.990,+2.028e-01,+1.000e+00,-2.451e+00
2.000,+1.886e-01,+1.000e+00,-2.457e+00
2.010,+1.886e-01,+1.000e+00,-2.457e+00
2.020,+1.741e-01,+1.000e+00,-2.463e+00
2.030,+1.669e-01,+1.000e+00,-2.465e+00
2.040,+1.669e-01,+1.000e+00,-2.465e+00
2.050,+1.522e-01,+1.000e+00,-2.470e+00
2.060,+1.522e-01,+1.000e+00,-2.470e+00
2.070,+1.373e-01,+1.000e+00,-2.475e+00
2.080,+1.373e-01,+1.000e+00,-2.475e+00
2.090,+1.223e-01,+1.000e+00,-2.479e+00
2.100,+1.223e-01,+1.000e+00,-2.479e+00
2.110,+1.072e-01,+1.000e+00,-2.483e+00
2.120,+9.964e-02,+1.000e+00,-2.484e+00
2.130,+9.203e-02,+1.000e+00,-2.486e+00
2.140,+9.203e-02,+1.000e+00,-2.486e+00
2.150,+7.673e-02,+1.000e+00,-2.488e+00
2.160,+7.673e-02,+1.000e+00,-2.488e+00
2.170,+6.136e-02,+1.000e+00,-2.491e+00
2.180,+6.136e-02,+1.000e+00,-2.491e+00
2.190,+4.592e-02,+1.000e+00,-2.492e+00
2.200,+3.819e-02,+1.000e+00,-2.493e+00
2.210,+3.045e-02,+1.000e+00,-2.493e+00
2.220,+3.045e-02,+1.000e+00,-2.493e+00
2.230,+1.494e-02,+1.000e+00,-2.494e+00
2.240,+7.175e-03,+1.000e+00,-2.494e+00
2.250,-5.876e-04,+1.000e+00,-2.494e+00
2.260,-8.350e-03,+1.000e+00,-2.494e+00
2.270,-8.350e-03,+1.000e+00,-2.494e+00
2.280,-2.387e-02,+1.000e+00,-2.494e+00
2.290,-2.387e-02,+1.000e+00,-2.494e+00
2.300,-3.936e-02,+1.000e+00,-2.493e+00
2.310,-4.709e-02,+1.000e+00,-2.492e+00
2.320,-4.709e-02,+1.000e+00,-2.492e+00
2.330,-6.252e-02,+1.000e+00,-2.490e+00
2.340,-7.022e-02,+1.000e+00,-2.489e+00
2.350,-7.789e-02,+1.000e+00,-2.488e+00
2.360,-7.789e-02,+1.000e+00,-2.488e+00
2.370,-9.318e-02,+1.000e+00,-2.485e+00
2.380,-9.318e-02,+1.000e+00,-2.485e+00
2.390,-1.084e-01,+1.000e+00,-2.482e+00
2.400,-1.084e-01,+1.000e+00,-2.482e+00
2.410,-1.235e-01,+1.000e+00,-2.479e+00
2.420,-1.310e-01,+1.000e+00,-2.477e+00
2.430,-1.384e-01,+1.000e+00,-2.475e+00
2.440,-1.459e-01,+1.000e+00,-2.472e+00
2.450,-1.459e-01,+1.000e+00,-2.472e+00
2.460,-1.533e-01,+1.000e+00,-2.470e+00
2.470,-1.590e-01,+1.000e+00,-2.469e+00
2.480,-1.752e-01,+1.000e+00,-2.462e+00
2.490,-1.825e-01,+1.000e+00,-2.459e+00
2.500,-1.825e-01,+1.000e+00,-2.459e+00
2.510,-1.968e-01,+1.000e+00,-2.453e+00
2.520,-2.039e-01,+1.000e+00,-2.450e+00
2.530,-2.110e-01,+1.000e+00,-2.447e+00
2.540,-2.179e-01,+1.000e+00,-2.444e+00
2.550,-2.249e-01,+1.000e+00,-2.440e+00
2.560,-2.318e-01,+1.000e+00,-2.437e+00
2.570,-2.386e-01,+1.000e+00,-2.433e+00
2.580,-2.386e-01,+1.000e+00,-2.433e+00
2.590,-2.521e-01,+1.000e+00,-2.425e+00
2.600,-2.587e-01,+1.000e+00,-2.421e+00
2.610,-2.587e-01,+1.000e+00,-2.421e+00
2.620,-2.718e-01,+1.000e+00,-2.413e+00
2.630,-2.783e-01,+1.000e+00,-2.409e+00
2.640,-2.847e-01,+1.000e+00,-2.404e+00
2.650,-2.910e-01,+1.000e+00,-2.400e+00
2.660,-2.910e-01,+1.000e+00,-2.400e+00
2.670,-3.034e-01,+1.000e+00,-2.390e+00
2.680,-3.034e-01,+1.000e+00,-2.390e+00
2.690,-3.155e-01,+1.000e+00,-2.381e+00
2.700,-3.155e-01,+1.000e+00,-2.381e+00
2.710,-3.273e-01,+1.000e+00,-2.370e+00
2.720,-3.330e-01,+1.000e+00,-2.365e+00
2.730,-3.387e-01,+1.000e+00,-2.360e+00
2.740,-3.387e-01,+1.000e+00,-2.360e+00
2.750,-3.499e-01,+1.000e+00,-2.349e+00
2.760,-3.499e-01,+1.000e+00,-2.349e+00
2.770,-3.607e-01,+1.000e+00,-2.338e+00
2.780,-3.659e-01,+1.000e+00,-2.332e+00
2.790,-3.659e-01,+1.000e+00,-2.332e+00
2.800,-3.762e-01,+1.000e+00,-2.321e+00
2.810,-3.762e-01,+1.000e+00,-2.321e+00
2.820,-3.861e-01,+1.000e+00,-2.309e+00
2.830,-3.861e-01,+1.000e+00,-2.309e+00
2.840,-3.956e-01,+1.000e+00,-2.296e+00
2.850,-4.002e-01,+1.000e+00,-2.290e+00
2.860,-4.047e-01,+1.000e+00,-2.284e+00
2.870,-4.091e-01,+1.000e+00,-2.277e+00
2.880,-4.091e-01,+1.000e+00,-2.277e+00
2.890,-4.176e-01,+1.000e+00,-2.264e+00
2.900,-4.217e-01,+1.000e+00,-2.258e+00
2.910,-4.217e-01,+1.000e+00,-2.258e+00
2.920,-4.296e-01,+1.000e+00,-2.244e+00
2.930,-4.296e-01,+1.000e+00,-2.244e+00
2.940,-4.370e-01,+1.000e+00,-2.231e+00
2.950,-4.370e-01,+1.000e+00,-2.231e+00
2.960,-4.441e-01,+1.000e+00,-2.217e+00
2.970,-4.441e-01,+1.000e+00,-2.217e+00
2.980,-4.507e-01,+1.000e+00,-2.203e+00
2.990,-4.507e-01,+1.000e+00,-2.203e+00
3.000,-4.568e-01,+1.000e+00,-2.189e+00
3.010,-4.568e-01,+1.000e+00,-2.189e+00
3.020,-4.625e-01,+1.000e+00,-2.174e+00
3.030,-4.625e-01,+1.000e+00,-2.174e+00
3.040,-4.678e-01,+1.000e+00,-2.160e+00
3.050,-4.702e-01,+1.000e+00,-2.152e+00
3.060,-4.726e-01,+1.000e+00,-2.145e+00
3.070,-4.726e-01,+1.000e+00,-2.145e+00
3.080,-4.769e-01,+1.000e+00,-2.130e+00
3.090,-4.769e-01,+1.000e+00,-2.130e+00
3.100,-4.807e-01,+1.000e+00,-2.115e+00
3.110,-4.807e-01,+1.000e+00,-2.115e+00
3.120,-4.841e-01,+1.000e+00,-2.100e+00
3.130,-4.856e-01,+1.000e+00,-2.092e+00
3.140,-4.870e-01,+1.000e+00,-2.084e+00
3.150,-4.870e-01,+1.000e+00,-2.084e+00
3.160,-4.894e-01,+1.000e+00,-2.069e+00
3.170,-4.894e-01,+1.000e+00,-2.069e+00
3.180,-4.913e-01,+1.000e+00,-2.054e+00
3.190,-4.913e-01,+1.000e+00,-2.054e+00
3.200,-4.928e-01,+1.000e+00,-2.038e+00
3.210,-4.933e-01,+1.000e+00,-2.030e+00
3.220,-4.933e-01,+1.000e+00,-2.030e+00
3.230,-4.940e-01,+1.000e+00,-2.015e+00
3.240,-4.940e-01,+1.000e+00,-2.015e+00
3.250,-4.943e-01,+1.000e+00,-1.999e+00
3.260,-4.943e-01,+1.000e+00,-1.999e+00
3.270,-4.940e-01,+1.000e+00,-1.984e+00
3.280,-4.940e-01,+1.000e+00,-1.984e+00
3.290,-4.933e-01,+1.000e+00,-1.968e+00
3.300,-4.933e-01,+1.000e+00,-1.968e+00
3.310,-4.920e-01,+1.000e+00,-1.953e+00
3.320,-4.920e-01,+1.000e+00,-1.953e+00
3.330,-4.903e-01,+1.000e+00,-1.937e+00
3.340,-4.893e-01,+1.000e+00,-1.930e+00
3.350,-4.881e-01,+1.000e+00,-1.922e+00
3.360,-4.881e-01,+1.000e+00,-1.922e+00
3.370,-4.854e-01,+1.000e+00,-1.907e+00
3.380,-4.854e-01,+1.000e+00,-1.907e+00
3.390,-4.823e-01,+1.000e+00,-1.892e+00
3.400,-4.823e-01,+1.000e+00,-1.892e+00
3.410,-4.786e-01,+1.000e+00,-1.876e+00
3.420,-4.786e-01,+1.000e+00,-1.876e+00
3.430,-4.745e-01,+1.000e+00,-1.861e+00
3.440,-4.745e-01,+1.000e+00,-1.861e+00
3.450,-4.700e-01,+1.000e+00,-1.847e+00
3.460,-4.675e-01,+1.000e+00,-1.839e+00
3.470,-4.649e-01,+1.000e+00,-1.832e+00
3.480,-4.622e-01,+1.000e+00,-1.825e+00
3.490,-4.622e-01,+1.000e+00,-1.825e+00
3.500,-4.565e-01,+1.000e+00,-1.810e+00
3.510,-4.535e-01,+1.000e+00,-1.803e+00
3.520,-4.503e-01,+1.000e+00,-1.796e+00
3.530,-4.471e-01,+1.000e+00,-1.789e+00
3.540,-4.437e-01,+1.000e+00,-1.782e+00
3.550,-4.437e-01,+1.000e+00,-1.782e+00
3.560,-4.367e-01,+1.000e+00,-1.768e+00
3.570,-4.367e-01,+1.000e+00,-1.768e+00
3.580,-4.292e-01,+1.000e+00,-1.754e+00
3.590,-4.292e-01,+1.000e+00,-1.754e+00
3.600,-4.213e-01,+1.000e+00,-1.741e+00
3.610,-4.172e-01,+1.000e+00,-1.735e+00
3.620,-4.172e-01,+1.000e+00,-1.735e+00
3.630,-4.086e-01,+1.000e+00,-1.722e+00
3.640,-4.042e-01,+1.000e+00,-1.715e+00
3.650,-4.042e-01,+1.000e+00,-1.715e+00
3.660,-3.951e-01,+1.000e+00,-1.703e+00
3.670,-3.951e-01,+1.000e+00,-1.703e+00
3.680,-3.856e-01,+1.000e+00,-1.690e+00
3.690,-3.856e-01,+1.000e+00,-1.690e+00
3.700,-3.757e-01,+1.000e+00,-1.678e+00
3.710,-3.757e-01,+1.000e+00,-1.678e+00
3.720,-3.654e-01,+1.000e+00,-1.667e+00
3.730,-3.654e-01,+1.000e+00,-1.667e+00
3.740,-3.548e-01,+1.000e+00,-1.655e+00
3.750,-3.494e-01,+1.000e+00,-1.650e+00
3.760,-3.438e-01,+1.000e+00,-1.644e+00
3.770,-3.382e-01,+1.000e+00,-1.639e+00
3.780,-3.325e-01,+1.000e+00,-1.634e+00
3.790,-3.267e-01,+1.000e+00,-1.629e+00
3.800,-3.267e-01,+1.000e+00,-1.629e+00
3.810,-3.209e-01,+1.000e+00,-1.623e+00
3.820,-3.089e-01,+1.000e+00,-1.614e+00
3.830,-3.089e-01,+1.000e+00,-1.614e+00
3.840,-2.967e-01,+1.000e+00,-1.604e+00
3.850,-2.967e-01,+1.000e+00,-1.604e+00
3.860,-2.841e-01,+1.000e+00,-1.595e+00
3.870,-2.841e-01,+1.000e+00,-1.595e+00
3.880,-2.713e-01,+1.000e+00,-1.586e+00
3.890,-2.647e-01,+1.000e+00,-1.582e+00
3.900,-2.582e-01,+1.000e+00,-1.578e+00
3.910,-2.515e-01,+1.000e+00,-1.574e+00
3.920,-2.448e-01,+1.000e+00,-1.570e+00
3.930,-2.380e-01,+1.000e+00,-1.566e+00
3.940,-2.312e-01,+1.000e+00,-1.562e+00
3.950,-2.243e-01,+1.000e+00,-1.559e+00
3.960,-2.174e-01,+1.000e+00,-1.555e+00
3.970,-2.107e-01,+1.000e+00,-1.558e+00
3.980,-2.033e-01,+1.000e+00,-1.549e+00
3.990,-1.962e-01,+1.000e+00,-1.546e+00
4.000,-1.962e-01,+1.000e+00,-1.546e+00
4.010,-1.819e-01,+1.000e+00,-1.540e+00
4.020,-1.819e-01,+1.000e+00,-1.540e+00
4.030,-1.673e-01,+1.000e+00,-1.534e+00
4.040,-1.673e-01,+1.000e+00,-1.534e+00
4.050,-1.527e-01,+1.000e+00,-1.529e+00
4.060,-1.452e-01,+1.000e+00,-1.527e+00
4.070,-1.378e-01,+1.000e+00,-1.525e+00
4.080,-1.303e-01,+1.000e+00,-1.522e+00
4.090,-1.303e-01,+1.000e+00,-1.522e+00
4.100,-1.153e-01,+1.000e+00,-1.519e+00
4.110,-1.077e-01,+1.000e+00,-1.517e+00
4.120,-1.077e-01,+1.000e+00,-1.517e+00
4.130,-9.248e-02,+1.000e+00,-1.514e+00
4.140,-8.483e-02,+1.000e+00,-1.512e+00
4.150,-7.716e-02,+1.000e+00,-1.511e+00
4.160,-6.947e-02,+1.000e+00,-1.510e+00
4.170,-6.947e-02,+1.000e+00,-1.510e+00
4.180,-6.947e-02,+1.000e+00,-1.510e+00
4.190,-6.947e-02,+1.000e+00,-1.510e+00
4.200,-6.947e-02,+1.000e+00,-1.510e+00
4.210,-6.947e-02,+1.000e+00,-1.510e+00

